,online_order,book_table,rate(?/5),votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
12519,Yes,No,3.5,46,Sarjapur Road,Quick Bites,"Biryani, North Indian",600,Delivery,HSR
12520,Yes,No,4.0,88,HSR,"Takeaway, Delivery","Kerala, Seafood, South Indian, Chinese, North Indian, Charcoal Chicken, Beverages",400,Delivery,HSR
12521,Yes,No,3.5,32,Indiranagar,Quick Bites,"North Indian, Chinese",400,Delivery,HSR
12522,Yes,No,3.7,25,HSR,"Takeaway, Delivery",Bakery,200,Delivery,HSR
12523,Yes,Yes,3.4,410,HSR,Casual Dining,"North Indian, Mughlai",750,Delivery,HSR
12524,Yes,No,4.0,987,HSR,Casual Dining,"Biryani, Andhra, North Indian, Chinese",800,Delivery,HSR
12525,Yes,No,3.0,53,Koramangala 1st Block,"Takeaway, Delivery","North Indian, Chinese",500,Delivery,HSR
12526,Yes,No,3.7,34,Sarjapur Road,Casual Dining,"Andhra, Biryani, South Indian, Chinese",500,Delivery,HSR
12527,Yes,No,3.3,36,Koramangala 1st Block,Delivery,North Indian,400,Delivery,HSR
12528,Yes,No,3.7,15,HSR,"Takeaway, Delivery","Juices, Beverages, Ice Cream",150,Delivery,HSR
12529,Yes,No,4.0,99,HSR,Delivery,Biryani,650,Delivery,HSR
12530,Yes,No,3.8,7,HSR,"Takeaway, Delivery","North Indian, Charcoal Chicken",400,Delivery,HSR
12531,Yes,No,4.0,371,Electronic City,Delivery,"Fast Food, Beverages",450,Delivery,HSR
12532,Yes,No,4.5,143,HSR,Dessert Parlor,"Desserts, Beverages",400,Delivery,HSR
12533,Yes,No,3.9,125,HSR,Casual Dining,"Biryani, North Indian, South Indian, Chinese",600,Delivery,HSR
12534,Yes,No,2.3,298,Bommanahalli,Quick Bites,"Biryani, North Indian, Chinese",450,Delivery,HSR
12535,Yes,No,3.5,48,HSR,"Takeaway, Delivery",North Indian,300,Delivery,HSR
12536,Yes,No,4.1,397,HSR,Dessert Parlor,"Ice Cream, Desserts",450,Delivery,HSR
12537,Yes,No,3.6,14,HSR,Quick Bites,"Street Food, Fast Food, Chinese, Momos",300,Delivery,HSR
12538,Yes,No,4.6,118,Koramangala 1st Block,Dessert Parlor,"Desserts, Beverages",300,Delivery,HSR
12539,Yes,No,3.9,41,Sarjapur Road,Dessert Parlor,"Ice Cream, Desserts",450,Delivery,HSR
12540,Yes,No,3.9,21,Koramangala 1st Block,Delivery,"Mexican, Italian",600,Delivery,HSR
12541,Yes,No,4.0,67,Koramangala 1st Block,Delivery,"North Indian, Biryani, Fast Food",500,Delivery,HSR
12542,Yes,No,3.8,510,HSR,Quick Bites,"Burger, Fast Food",500,Delivery,HSR
12543,Yes,No,3.9,230,HSR,Dessert Parlor,"Desserts, Ice Cream",500,Delivery,HSR
12544,Yes,No,3.9,46,HSR,Dessert Parlor,"Beverages, Bubble Tea, Desserts",400,Delivery,HSR
12545,Yes,Yes,3.8,189,Sarjapur Road,Casual Dining,"Arabian, Kerala, North Indian, Chinese, BBQ",800,Delivery,HSR
12546,Yes,No,3.6,15,Bellandur,Quick Bites,"North Indian, Chinese, Biryani",400,Delivery,HSR
12547,Yes,No,4.0,19,Koramangala 1st Block,Delivery,"Bakery, Desserts",500,Delivery,HSR
12548,Yes,No,3.4,6,Sarjapur Road,Casual Dining,"Andhra, North Indian, Chinese",400,Delivery,HSR
12549,Yes,No,3.6,8,Koramangala 1st Block,"Takeaway, Delivery","Italian, North Indian, Biryani",500,Delivery,HSR
12550,Yes,No,3.3,910,Koramangala 1st Block,Quick Bites,"North Indian, Beverages",250,Delivery,HSR
12551,Yes,No,3.8,376,Bellandur,Delivery,North Indian,600,Delivery,HSR
12552,Yes,No,3.4,11,HSR,"Takeaway, Delivery",Arabian,400,Delivery,HSR
12553,Yes,No,2.9,46,HSR,Quick Bites,"North Indian, Andhra, Chinese",600,Delivery,HSR
12554,Yes,No,4.0,188,Koramangala 1st Block,Delivery,"BBQ, Fast Food",300,Delivery,HSR
12555,Yes,No,4.2,460,HSR,"Takeaway, Delivery","North Indian, Mughlai, Fast Food",500,Delivery,HSR
12556,Yes,Yes,4.4,3764,HSR,"Casual Dining, Cafe","Pizza, Cafe, Italian",600,Delivery,HSR
12557,Yes,No,3.8,26,Koramangala 1st Block,Quick Bites,"Burger, Continental, Fast Food",400,Delivery,HSR
12558,Yes,No,3.4,15,HSR,"Takeaway, Delivery","Arabian, Middle Eastern",400,Delivery,HSR
12559,Yes,No,4.1,439,HSR,Cafe,"Cafe, Continental, Burger",750,Delivery,HSR
12560,Yes,No,2.7,332,Sarjapur Road,Quick Bites,"Pizza, Fast Food",400,Delivery,HSR
12561,Yes,No,3.9,231,Koramangala 1st Block,Delivery,"Mediterranean, Middle Eastern, Wraps, Rolls",400,Delivery,HSR
12562,Yes,No,3.6,133,HSR,"Takeaway, Delivery","Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",300,Delivery,HSR
12563,Yes,No,3.5,11,Sarjapur Road,Quick Bites,"Fast Food, Chinese, North Indian, Biryani",400,Delivery,HSR
12564,Yes,No,2.7,74,Bommanahalli,Casual Dining,"Biryani, Hyderabadi, North Indian",700,Delivery,HSR
12565,Yes,No,3.1,8,HSR,"Takeaway, Delivery","Rolls, Fast Food",300,Delivery,HSR
12566,Yes,No,3.8,77,HSR,Cafe,"Cafe, Fast Food",650,Delivery,HSR
12567,Yes,No,3.6,218,HSR,Quick Bites,"Biryani, Chinese, North Indian, Kebab",400,Delivery,HSR
12568,Yes,No,3.7,57,HSR,"Takeaway, Delivery",North Indian,400,Delivery,HSR
12569,Yes,No,3.2,22,Bommanahalli,Delivery,"North Indian, South Indian, Chinese",300,Delivery,HSR
12570,Yes,No,4.2,214,Bellandur,Dessert Parlor,"Ice Cream, Desserts, Beverages, Sandwich",400,Delivery,HSR
12571,Yes,No,3.4,9,HSR,Quick Bites,"Fast Food, Beverages",300,Delivery,HSR
12572,Yes,No,3.3,9,Koramangala 4th Block,Delivery,"North Indian, Mughlai",400,Delivery,HSR
12573,Yes,No,3.7,36,HSR,"Takeaway, Delivery","Andhra, Fast Food",500,Delivery,HSR
12574,Yes,No,3.5,14,HSR,Quick Bites,Kerala,450,Delivery,HSR
12575,Yes,Yes,4.1,671,Koramangala 3rd Block,Casual Dining,"Chinese, Thai, Asian",900,Delivery,HSR
12576,Yes,No,3.1,4,HSR,Casual Dining,"Biryani, North Indian",600,Delivery,HSR
12577,Yes,No,4.0,99,HSR,Delivery,"North Indian, Rajasthani",600,Delivery,HSR
12578,Yes,No,3.8,37,Koramangala 1st Block,Quick Bites,"Continental, Fast Food, Italian, North Indian",200,Delivery,HSR
12579,Yes,No,3.1,85,Sarjapur Road,Quick Bites,"Mangalorean, North Indian, Chinese",400,Delivery,HSR
12580,Yes,No,3.1,247,HSR,"Takeaway, Delivery","Biryani, Kerala, Mughlai, Street Food, North Indian, Chinese, South Indian, Andhra",200,Delivery,HSR
12581,Yes,No,3.3,4,HSR,Delivery,"North Indian, Chinese",700,Delivery,HSR
12582,Yes,No,4.4,568,HSR,Delivery,"North Indian, Biryani, Awadhi, Mughlai",400,Delivery,HSR
12583,Yes,No,3.1,7,Koramangala 2nd Block,Delivery,"Biryani, South Indian, Fast Food, Rolls, Kebab, North Indian",300,Delivery,HSR
12584,Yes,No,3.5,12,Bellandur,Casual Dining,"North Indian, Chinese, Hyderabadi",400,Delivery,HSR
12585,Yes,No,3.7,70,HSR,Delivery,"South Indian, Biryani",350,Delivery,HSR
12586,Yes,No,3.4,33,Bellandur,Casual Dining,"Biryani, Hyderabadi, Chinese, North Indian",800,Delivery,HSR
12587,Yes,No,3.7,39,HSR,"Beverage Shop, Dessert Parlor",Beverages,500,Delivery,HSR
12588,Yes,No,3.9,307,Koramangala 1st Block,Delivery,North Indian,450,Delivery,HSR
12589,Yes,No,4.2,217,HSR,Delivery,Pizza,600,Delivery,HSR
12590,No,Yes,4.0,1551,HSR,Casual Dining,North Indian,750,Delivery,HSR
12591,Yes,No,3.3,7,HSR,Quick Bites,"Biryani, South Indian",300,Delivery,HSR
12592,Yes,No,3.6,176,HSR,Delivery,"Biryani, Fast Food, Rolls, Momos",400,Delivery,HSR
12593,No,No,4.0,917,HSR,Casual Dining,North Indian,800,Delivery,HSR
12594,No,No,4.0,1829,HSR,Casual Dining,North Indian,800,Delivery,HSR
12595,No,Yes,3.8,320,HSR,Casual Dining,"Hyderabadi, North Indian, South Indian, Biryani",800,Delivery,HSR
12596,No,No,4.0,649,HSR,Casual Dining,"Continental, Seafood, Bengali, Fast Food",750,Delivery,HSR
12597,Yes,No,2.9,18,HSR,"Takeaway, Delivery","Biryani, Charcoal Chicken",600,Delivery,HSR
12598,No,Yes,4.0,60,HSR,Quick Bites,Kerala,300,Delivery,HSR
12599,No,No,4.1,110,HSR,Quick Bites,"Mexican, Fast Food",400,Delivery,HSR
12600,Yes,No,2.8,105,HSR,Quick Bites,North Indian,300,Delivery,HSR
12601,Yes,No,3.0,8,Sarjapur Road,Quick Bites,"Biryani, Chinese, North Indian",400,Delivery,HSR
12602,Yes,No,4.3,278,HSR,Quick Bites,South Indian,150,Delivery,HSR
12603,Yes,No,4.0,988,HSR,Casual Dining,North Indian,500,Delivery,HSR
12604,Yes,No,4.1,352,HSR,Quick Bites,"Burger, Fast Food, Beverages",600,Delivery,HSR
12605,Yes,No,3.1,8,Sarjapur Road,Quick Bites,"North Indian, South Indian, Seafood",500,Delivery,HSR
12606,No,No,3.9,338,HSR,Casual Dining,"North Indian, Chinese",500,Delivery,HSR
12607,No,No,4.5,194,HSR,Dessert Parlor,"Ice Cream, Desserts",200,Delivery,HSR
12608,Yes,No,3.5,4,Sarjapur Road,Delivery,"Desserts, Beverages",300,Delivery,HSR
12609,Yes,No,4.0,200,HSR,Delivery,Pizza,750,Delivery,HSR
12610,No,No,3.8,33,HSR,Quick Bites,Kerala,300,Delivery,HSR
12611,Yes,No,3.3,11,Sarjapur Road,Quick Bites,"Pizza, Fast Food",300,Delivery,HSR
12612,Yes,No,4.1,564,HSR,Cafe,"Cafe, Arabian, Continental, Turkish, Fast Food, Burger, Beverages",600,Delivery,HSR
12613,Yes,No,3.2,115,HSR,Casual Dining,"South Indian, North Indian, Chinese, Biryani",700,Delivery,HSR
12614,Yes,No,4.1,498,Koramangala 4th Block,Quick Bites,"Italian, Pizza, Beverages",600,Delivery,HSR
12615,Yes,No,3.8,33,HSR,Quick Bites,"South Indian, Biryani, North Indian",500,Delivery,HSR
12616,Yes,No,3.7,74,HSR,Beverage Shop,"Beverages, Juices",200,Delivery,HSR
12617,No,No,3.6,289,HSR,Casual Dining,"Andhra, Biryani",500,Delivery,HSR
12618,Yes,No,3.6,11,HSR,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400,Delivery,HSR
12619,No,No,3.3,24,HSR,Casual Dining,"North Indian, Chinese",600,Delivery,HSR
12620,Yes,No,3.3,55,Sarjapur Road,Quick Bites,"Roast Chicken, Burger",300,Delivery,HSR
12621,Yes,No,3.7,439,HSR,"Takeaway, Delivery","Biryani, North Indian",550,Delivery,HSR
12622,No,No,4.0,60,HSR,Quick Bites,"Arabian, Fast Food",400,Delivery,HSR
12623,Yes,No,3.8,170,HSR,Quick Bites,"Chinese, North Indian, South Indian",400,Delivery,HSR
12624,No,No,4.1,104,HSR,Dessert Parlor,"Desserts, Bakery",300,Delivery,HSR
12625,Yes,Yes,3.7,20,Hosur Road,Casual Dining,"Andhra, North Indian, Chinese, Seafood",700,Delivery,HSR
12626,Yes,No,3.5,10,Koramangala 1st Block,Quick Bites,"Fast Food, Desserts",200,Delivery,HSR
12627,Yes,No,3.9,117,HSR,Casual Dining,"Biryani, Seafood",900,Delivery,HSR
12628,No,No,3.6,8,HSR,Beverage Shop,"Beverages, Juices",350,Delivery,HSR
12629,No,No,3.7,446,HSR,Quick Bites,"South Indian, North Indian, Chinese, Street Food",400,Delivery,HSR
12630,Yes,No,3.6,8,HSR,Dessert Parlor,"Desserts, Ice Cream",400,Delivery,HSR
12631,Yes,No,3.6,16,HSR,Casual Dining,"Beverages, North Indian, Chinese, Italian",900,Delivery,HSR
12632,No,No,3.7,532,HSR,Casual Dining,"South Indian, North Indian, Chinese, Street Food",250,Delivery,HSR
12633,Yes,No,3.9,330,Koramangala 1st Block,Casual Dining,"Chinese, Thai",600,Delivery,HSR
12634,No,No,2.9,304,HSR,Casual Dining,"Chettinad, South Indian",650,Delivery,HSR
12635,Yes,No,3.7,29,HSR,Quick Bites,Desserts,350,Delivery,HSR
12636,No,No,3.7,22,HSR,Quick Bites,Andhra,400,Delivery,HSR
12637,No,No,3.2,23,HSR,Quick Bites,"Biryani, Kebab",400,Delivery,HSR
12638,No,No,3.6,217,HSR,Quick Bites,"Fast Food, Rolls, Momos",300,Delivery,HSR
12639,No,No,3.6,95,HSR,Casual Dining,"Andhra, North Indian",800,Delivery,HSR
12640,Yes,No,3.9,113,HSR,Quick Bites,"Burger, Fast Food, Beverages",600,Delivery,HSR
12641,No,No,3.3,4,HSR,Quick Bites,"Fast Food, Beverages",100,Delivery,HSR
12642,No,No,3.7,36,HSR,"Dessert Parlor, Bakery","Desserts, Bakery",600,Delivery,HSR
12643,Yes,Yes,4.3,342,Koramangala 4th Block,Quick Bites,"Desserts, Ice Cream, Beverages",450,Delivery,HSR
12644,No,No,3.5,40,HSR,Quick Bites,"Italian, Pizza",700,Delivery,HSR
12645,No,No,2.6,91,HSR,Quick Bites,South Indian,200,Delivery,HSR
12646,Yes,No,3.9,296,Koramangala 4th Block,"Takeaway, Delivery",North Indian,400,Delivery,HSR
12647,No,No,3.4,9,HSR,Quick Bites,Arabian,300,Delivery,HSR
12648,Yes,No,4.1,314,Koramangala 1st Block,"Takeaway, Delivery","Healthy Food, Salad",650,Delivery,HSR
12649,No,No,3.1,5,HSR,"Takeaway, Delivery",Fast Food,200,Delivery,HSR
12650,Yes,No,3.9,44,HSR,Cafe,"Cafe, Desserts, Fast Food, Burger",300,Delivery,HSR
12651,Yes,No,3.2,16,HSR,Quick Bites,"Chinese, Thai, American, Momos",200,Delivery,HSR
12652,No,No,3.3,6,HSR,Dessert Parlor,"Desserts, Paan",100,Delivery,HSR
12653,No,No,3.2,6,HSR,Quick Bites,Biryani,250,Delivery,HSR
12654,No,No,2.6,20,HSR,Casual Dining,"Andhra, Biryani, North Indian",600,Delivery,HSR
12655,No,No,2.6,56,HSR,Delivery,"Biryani, North Indian, Italian, Chinese, Sandwich, Desserts",500,Delivery,HSR
12656,No,No,3.9,56,HSR,Cafe,"Cafe, Sandwich, Fast Food, Beverages, Desserts",350,Delivery,HSR
12657,No,No,3.3,6,HSR,Quick Bites,Chinese,250,Delivery,HSR
12658,No,No,3.7,21,HSR,"Takeaway, Delivery","Biryani, Hyderabadi, Charcoal Chicken, North Indian",400,Delivery,HSR
12659,Yes,No,4.2,581,HSR,Casual Dining,"North Indian, Continental, BBQ",550,Delivery,HSR
12660,Yes,No,4.0,77,HSR,Cafe,"Cafe, Beverages",300,Delivery,HSR
12661,No,No,3.3,4,HSR,"Takeaway, Delivery","Bakery, Desserts",600,Delivery,HSR
12662,No,No,3.6,15,HSR,Quick Bites,Fast Food,250,Delivery,HSR
12663,No,No,3.6,51,HSR,"Takeaway, Delivery","Mithai, Street Food",150,Delivery,HSR
12664,Yes,No,3.5,16,Koramangala 1st Block,Quick Bites,"South Indian, Chinese",150,Delivery,HSR
12665,No,No,3.7,79,HSR,Quick Bites,"North Indian, Chinese, Street Food, Fast Food, Mithai",500,Delivery,HSR
12666,Yes,No,3.5,142,HSR,"Takeaway, Delivery","Rolls, Fast Food",200,Delivery,HSR
12667,No,No,3.9,152,HSR,"Takeaway, Delivery","South Indian, North Indian, Biryani",400,Delivery,HSR
12668,No,No,3.7,19,HSR,"Takeaway, Delivery","Kerala, Seafood, Biryani, Desserts",400,Delivery,HSR
12669,No,No,3.2,9,HSR,Quick Bites,"Fast Food, Desserts",200,Delivery,HSR
12670,No,No,3.7,41,HSR,Quick Bites,Andhra,500,Delivery,HSR
12671,Yes,No,4.0,176,HSR,Quick Bites,"Street Food, North Indian",100,Delivery,HSR
12672,No,No,2.4,32,HSR,"Bakery, Quick Bites","Bakery, Fast Food",500,Delivery,HSR
12673,No,No,3.3,6,HSR,Cafe,"Cafe, Continental, Italian",600,Delivery,HSR
12674,No,No,3.3,7,HSR,Mess,Kerala,300,Delivery,HSR
12675,No,No,3.5,49,HSR,"Bakery, Quick Bites","Bakery, Fast Food",200,Delivery,HSR
12676,No,No,3.4,12,HSR,Quick Bites,"Biryani, Chinese, North Indian",500,Delivery,HSR
12677,No,No,3.5,5,HSR,Quick Bites,Chinese,300,Delivery,HSR
12678,No,No,3.1,8,HSR,Bakery,"Bakery, Desserts",400,Delivery,HSR
12679,No,No,3.3,8,HSR,Quick Bites,Fast Food,400,Delivery,HSR
12680,No,No,3.8,41,HSR,Dessert Parlor,Ice Cream,200,Delivery,HSR
12681,No,No,3.6,24,HSR,Quick Bites,Kerala,250,Delivery,HSR
12682,No,No,3.7,29,HSR,Casual Dining,"North Indian, Hyderabadi, Continental",600,Delivery,HSR
12683,No,No,3.5,11,HSR,Casual Dining,North Indian,500,Delivery,HSR
12684,No,No,3.2,4,HSR,Casual Dining,"North Indian, Mughlai, Biryani",700,Delivery,HSR
12685,No,No,3.3,7,HSR,"Takeaway, Delivery","North Indian, Lucknowi",600,Delivery,HSR
12686,No,No,3.9,89,HSR,Quick Bites,"Fast Food, Rolls",300,Delivery,HSR
12687,No,No,3.3,4,HSR,Quick Bites,"South Indian, North Indian",350,Delivery,HSR
12688,No,No,2.8,114,HSR,Quick Bites,"Biryani, North Indian",500,Delivery,HSR
12689,No,No,3.3,7,HSR,Casual Dining,"North Indian, Chinese",450,Delivery,HSR
12690,No,No,3.4,9,HSR,Casual Dining,"Chinese, North Indian, Arabian, Kerala",850,Delivery,HSR
12691,No,No,3.3,5,HSR,Quick Bites,"North Indian, Chinese, Rolls",200,Delivery,HSR
12692,No,No,3.4,5,HSR,Casual Dining,"Mughlai, Awadhi, Kebab",600,Delivery,HSR
12693,No,No,3.2,4,HSR,Quick Bites,"North Indian, Chinese",300,Delivery,HSR
12694,No,No,3.7,31,HSR,"Takeaway, Delivery","North Indian, Chinese",450,Delivery,HSR
12695,No,No,3.9,30,South Bangalore,Food Truck,"Thai, Momos",400,Delivery,HSR
12696,No,No,3.4,10,HSR,"Takeaway, Delivery","Continental, North Indian, South Indian",200,Delivery,HSR
12697,No,No,3.3,4,HSR,"Takeaway, Delivery","Fast Food, Rolls",150,Delivery,HSR
12698,No,No,3.8,27,HSR,Delivery,"Fast Food, Sandwich, Salad, Healthy Food",200,Delivery,HSR
12699,Yes,No,4.0,153,HSR,Bakery,"Bakery, Desserts",500,Delivery,HSR
12700,No,No,3.1,6,HSR,Delivery,"North Indian, Biryani",500,Delivery,HSR
12701,No,No,3.2,6,HSR,Quick Bites,Fast Food,300,Delivery,HSR
12702,No,No,3.5,136,HSR,Casual Dining,"North Indian, Chinese",600,Delivery,HSR
12703,No,No,3.2,5,HSR,Quick Bites,"South Indian, Fast Food",450,Delivery,HSR
12704,No,No,3.5,13,South Bangalore,Food Truck,"Chinese, Street Food",300,Delivery,HSR
12705,No,No,3.3,7,HSR,Delivery,North Indian,150,Delivery,HSR
12706,No,No,3.1,23,HSR,Quick Bites,"Continental, Fast Food",300,Delivery,HSR
12707,No,No,3.4,7,HSR,Quick Bites,"North Indian, Chinese, Biryani",400,Delivery,HSR
12708,No,No,3.3,5,HSR,Casual Dining,North Indian,650,Delivery,HSR
12709,No,No,3.5,11,HSR,Quick Bites,"North Indian, Chinese",150,Delivery,HSR
12710,No,No,3.2,10,HSR,Delivery,"Biryani, North Indian",700,Delivery,HSR
12711,Yes,No,3.8,109,Sarjapur Road,Takeaway,South Indian,200,Delivery,HSR
12712,Yes,No,3.5,147,HSR,Delivery,Biryani,350,Delivery,HSR
12713,Yes,No,3.9,582,Koramangala,Delivery,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450,Delivery,HSR
12714,No,No,2.8,227,HSR,Quick Bites,"Biryani, Kebab",500,Delivery,HSR
12715,Yes,No,3.9,459,HSR,Quick Bites,"Biryani, Hyderabadi, Chinese",600,Delivery,HSR
12716,Yes,No,3.3,292,HSR,Casual Dining,"Bengali, Seafood",600,Delivery,HSR
12717,Yes,No,3.8,834,Sarjapur Road,Delivery,"Biryani, Kebab, Rolls, Mughlai",650,Delivery,HSR
12718,Yes,No,3.9,148,HSR,Sweet Shop,"Mithai, Street Food",200,Delivery,HSR
12719,Yes,No,4.3,287,Koramangala 4th Block,Delivery,North Indian,400,Delivery,HSR
12720,No,No,3.7,68,HSR,"Quick Bites, Beverage Shop","Beverages, Fast Food",400,Delivery,HSR
12721,Yes,No,3.6,621,HSR,Quick Bites,"Burger, Fast Food",400,Delivery,HSR
12722,Yes,No,3.3,17,HSR,Delivery,Burger,300,Delivery,HSR
12723,Yes,No,3.3,8,BTM,"Takeaway, Delivery","Chinese, North Indian",250,Delivery,HSR
12724,Yes,No,3.9,783,HSR,Quick Bites,"North Indian, Chinese",300,Delivery,HSR
12725,Yes,No,4.0,897,Bellandur,Casual Dining,"Biryani, Kebab",750,Delivery,HSR
12726,Yes,No,4.0,101,HSR,Quick Bites,"South Indian, North Indian, Street Food",250,Delivery,HSR
12727,Yes,No,3.5,12,HSR,Delivery,"North Indian, Chinese",600,Delivery,HSR
12728,Yes,Yes,4.2,859,HSR,"Cafe, Casual Dining","Cafe, Tea, Continental, Mediterranean, Italian, Desserts, Beverages",800,Delivery,HSR
12729,Yes,No,2.9,7,HSR,Quick Bites,"Andhra, Hyderabadi, North Indian",300,Delivery,HSR
12730,Yes,No,4.1,119,HSR,Quick Bites,"South Indian, Kerala",200,Delivery,HSR
12731,Yes,No,3.9,78,HSR,Quick Bites,Arabian,300,Delivery,HSR
12732,Yes,Yes,4.1,1339,HSR,Casual Dining,"North Indian, Mughlai",800,Delivery,HSR
12733,Yes,No,3.9,75,Bellandur,"Bakery, Dessert Parlor","Bakery, Desserts",500,Delivery,HSR
12734,Yes,Yes,4.4,1401,Sarjapur Road,"Microbrewery, Casual Dining","Finger Food, Continental, Seafood",1500,Delivery,HSR
12735,Yes,No,3.7,21,Koramangala 1st Block,Delivery,"Mughlai, Chinese, North Indian",300,Delivery,HSR
12736,Yes,No,3.5,18,Sarjapur Road,Quick Bites,"Tea, Beverages, Sandwich, Fast Food",300,Delivery,HSR
12737,Yes,No,3.5,9,Sarjapur Road,Quick Bites,Fast Food,100,Delivery,HSR
12738,Yes,Yes,4.2,7221,Sarjapur Road,"Microbrewery, Pub","Continental, Italian, North Indian",1400,Delivery,HSR
12739,Yes,No,3.8,347,HSR,Quick Bites,North Indian,300,Delivery,HSR
12740,Yes,No,4.3,561,Sarjapur Road,"Dessert Parlor, Cafe","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500,Delivery,HSR
12741,Yes,No,3.7,7,HSR,Quick Bites,"South Indian, Kerala",300,Delivery,HSR
12742,Yes,No,3.2,67,HSR,Quick Bites,"Fast Food, Juices, Chinese",200,Delivery,HSR
12743,Yes,No,3.5,18,HSR,Bakery,"Bakery, Desserts",400,Delivery,HSR
12744,Yes,No,3.9,60,HSR,Quick Bites,"North Indian, Fast Food, Street Food, Beverages",400,Delivery,HSR
12745,Yes,No,3.5,5,South Bangalore,Delivery,Burger,750,Delivery,HSR
12746,Yes,No,3.9,372,Bellandur,Casual Dining,"Biryani, Mughlai, Chinese, North Indian, Kebab",550,Delivery,HSR
12747,Yes,No,4.1,128,HSR,Quick Bites,"North Indian, Chinese, Biryani",400,Delivery,HSR
12748,Yes,No,3.1,570,HSR,Quick Bites,"Street Food, Mithai, Desserts, North Indian",300,Delivery,HSR
12749,Yes,No,3.1,266,HSR,Casual Dining,"Chettinad, South Indian",550,Delivery,HSR
12750,Yes,Yes,4.4,4108,Sarjapur Road,"Casual Dining, Bar","Seafood, Goan, North Indian, Continental, Asian",1400,Delivery,HSR
12751,Yes,No,3.8,241,Bellandur,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,Delivery,HSR
12752,Yes,No,3.7,36,Koramangala 1st Block,Quick Bites,"Mangalorean, Chinese, North Indian",300,Delivery,HSR
12753,Yes,No,4.0,434,HSR,Casual Dining,"North Indian, Chinese, Mughlai",600,Delivery,HSR
12754,Yes,No,3.9,100,HSR,Dessert Parlor,"Ice Cream, Desserts",450,Delivery,HSR
12755,Yes,No,4.1,248,Sarjapur Road,Casual Dining,"Chinese, Thai, Vietnamese",800,Delivery,HSR
12756,Yes,No,3.7,52,Sarjapur Road,Quick Bites,"Andhra, North Indian, Biryani",350,Delivery,HSR
12757,Yes,No,3.7,35,Sarjapur Road,"Beverage Shop, Dessert Parlor","Beverages, Ice Cream",200,Delivery,HSR
12758,Yes,No,3.9,181,HSR,Delivery,"Chinese, Thai, Momos",600,Delivery,HSR
12759,Yes,No,3.9,121,Koramangala 1st Block,Quick Bites,"North Indian, Chinese, Biryani",400,Delivery,HSR
12760,Yes,No,3.7,25,Sarjapur Road,Dessert Parlor,Desserts,200,Delivery,HSR
12761,Yes,Yes,4.5,125,Sarjapur Road,Casual Dining,"Maharashtrian, Seafood",700,Delivery,HSR
12762,Yes,No,4.0,154,Bellandur,Sweet Shop,"Mithai, Street Food",400,Delivery,HSR
12763,Yes,No,3.9,340,HSR,Quick Bites,"South Indian, Kerala, Chinese, North Indian",400,Delivery,HSR
12764,Yes,No,3.6,6,Sarjapur Road,"Takeaway, Delivery","North Indian, Biryani, Mughlai, Kebab",800,Delivery,HSR
12765,Yes,No,4.2,807,Bellandur,"Casual Dining, Pub","European, American",1700,Delivery,HSR
12766,Yes,No,3.5,6,Bellandur,Quick Bites,North Indian,300,Delivery,HSR
12767,No,Yes,4.5,1506,Sarjapur Road,Pub,"Continental, Italian, North Indian, Mexican",1900,Delivery,HSR
12768,Yes,No,4.3,492,Bellandur,"Bakery, Dessert Parlor","Bakery, Desserts, Italian",500,Delivery,HSR
12769,Yes,No,3.8,77,HSR,Quick Bites,"Oriya, Bengali",350,Delivery,HSR
12770,Yes,No,4.3,324,HSR,Dessert Parlor,"Ice Cream, Desserts",180,Delivery,HSR
